    Ms / spm,ssm1,ssm2 / n & / f s K11 K31 K13 K33
           3
      0.1581778      0.3176620      0.3176620
      0.9319664      2.2831050      2.2831050
      0.1906941      0.3302510      0.3302510
           1   &
     0.02000000        1.1275288424          0.0131029699        0.0000000000          0.0000000000       -0.0521701511          0.0000000000        0.0521701511          0.2037653704        0.0000000000
     0.03000000        0.9588670855          0.0102003558        0.0000000000          0.0000000000       -0.0351064504          0.0000000000        0.0351064504          0.1191222208        0.0000000000
     0.04000000        0.8608588292          0.0084387149        0.0000000000          0.0000000000       -0.0264451140          0.0000000000        0.0264451140          0.0819241607        0.0000000000
     0.05000000        0.7950286767          0.0072439018        0.0000000000          0.0000000000       -0.0211907814          0.0000000000        0.0211907814          0.0613865555        0.0000000000
     0.06000000        0.7467382071          0.0063803264        0.0000000000          0.0000000000       -0.0176682537          0.0000000000        0.0176682537          0.0485107704        0.0000000000
     0.07000000        0.7092697408          0.0057295072        0.0000000000          0.0000000000       -0.0151516681          0.0000000000        0.0151516681          0.0397660493        0.0000000000
     0.08000000        0.6790118727          0.0052239571        0.0000000000          0.0000000000       -0.0132726329          0.0000000000        0.0132726329          0.0334930335        0.0000000000
     0.09000000        0.6538201113          0.0048219635        0.0000000000          0.0000000000       -0.0118230543          0.0000000000        0.0118230543          0.0288102359        0.0000000000
     0.10000000        0.6324233041          0.0044962436        0.0000000000          0.0000000000       -0.0106760580          0.0000000000        0.0106760580          0.0252064200        0.0000000000
     0.11000000        0.6138995000          0.0042281531        0.0000000000          0.0000000000       -0.0097497419          0.0000000000        0.0097497419          0.0223649820        0.0000000000
     0.12000000        0.5976729207          0.0040045373        0.0000000000          0.0000000000       -0.0089888682          0.0000000000        0.0089888682          0.0200797421        0.0000000000
     0.13000000        0.5832971277          0.0038158490        0.0000000000          0.0000000000       -0.0083548519          0.0000000000        0.0083548519          0.0182109612        0.0000000000
     0.14000000        0.5704310328          0.0036549960        0.0000000000          0.0000000000       -0.0078199469          0.0000000000        0.0078199469          0.0166607941        0.0000000000
     0.15000000        0.5588452279          0.0035166143        0.0000000000          0.0000000000       -0.0073637309          0.0000000000        0.0073637309          0.0153588975        0.0000000000
