     Ms, ibot - number of layers and key for the bottom type
  m  C_11   C_22   C_33 - 3*Ms lines below
     C_12   C_13   C_23
     C_44   C_55   C_66  tet rho hs,  
      2      1
  1          2.54665        2.54665        2.54665
             2.25799        2.25799        2.25799
             0.14433        0.14433        0.14433        0.00000        1.06000        3.00000
  2          8.67510        8.67510        8.67510
             5.09778        5.09778        5.09778
             1.78866        1.78866        1.78866        0.00000        1.19000        3.00000
      1 &
   0.00100        8.966977098393      0.000000003867
   0.00200        6.395453749123      0.000000000011
   0.00300        5.264848898058      0.000000004492
   0.00400        4.595312713343      0.000000000259
   0.00500        4.141015571941      0.000000000025
   0.00600        3.807363048274     -0.000000000003
   0.00700        3.549207139715     -0.000000000006
   0.00800        3.341937342876     -0.000000000003
   0.00900        3.170856843215     -0.000000000001
   0.01000        3.026569759438     -0.000000000435
   0.01100        2.902809477930     -0.000000000001
   0.01200        2.795125511433      0.000000000000
   0.01300        2.700340002391      0.000000003660
   0.01400        2.616081716399      0.000000000225
   0.01500        2.540547360959      0.000000000237
   0.01600        2.472338338314     -0.000000000226
   0.01700        2.410351291460      0.000000016534
   0.01800        2.353702820133      0.000000017046
   0.01900        2.301676058585      0.000000005907
   0.02000        2.253683014295      0.000000016378
   0.02100        2.209235744529      0.000000000000
   0.02200        2.167925985556      0.000000000000
   0.02300        2.129409128158      0.000000000016
   0.02400        2.093392050953     -0.000000004666
   0.02500        2.059623803071     -0.000000002181
   0.02600        2.027888071055     -0.000000028783
   0.02700        1.997997661984     -0.000000004554
   0.02800        1.969789330508      0.000000000129
   0.02900        1.943120520868      0.000000000000
   0.03000        1.917865991516      0.000000000000
   0.03100        1.893915485646      0.000000000000
   0.03200        1.871171683890      0.000000000000
   0.03300        1.849548556254      0.000000000000
   0.03400        1.828970022014      0.000000000000
   0.03500        1.809368870864      0.000000000000
   0.03600        1.790685912897      0.000000000000
   0.03700        1.772869337637      0.000000000000
   0.03800        1.755874274760      0.000000000000
   0.03900        1.739662562916      0.000000000000
   0.04000        1.724202750006      0.000000000000
   0.04100        1.709470371262      0.000000000000
   0.04200        1.695448584964      0.000000000000
   0.04300        1.682129296922      0.000000000000
   0.04400        1.669514986798      0.000000000000
   0.04500        1.657621584303      0.000000000000
   0.04600        1.646482968614     -0.000000000327
   0.04700        1.636157986623     -0.000000000025
   0.04800        1.626742333194      0.000000000003
   0.04900        1.618386168452      0.000000000000
   0.05000        1.611326167303      0.000000000000
   0.05100        1.605937559908     -0.000000000002
   0.05200        1.602822668153      0.000000000000
   0.05300        1.602952574021      0.000000000253
   0.05400        1.607857712785     -0.000000000867
   0.05500        1.619755007515      0.000000000000
   0.05600        1.641274286871      0.000000000000
   0.05700        1.674494046570      0.000000000000
   0.05800        1.719869136284      0.000000000000
   0.05900        1.775985325280      0.000000000000
   0.06000        1.839935894965      0.000000000000
   0.06100        1.907914148334     -0.000000001233
   0.06200        1.976114568308     -0.000000000008
   0.06300        2.041619377615     -0.000000000014
   0.06400        2.102735817469      0.000000000000
   0.06500        2.158794457487      0.000000000000
   0.06600        2.209767766226      0.000000000000
   0.06700        2.255954395151      0.000000000000
   0.06800        2.297783259016      0.000000000000
   0.06900        2.335710009469      0.000000000000
   0.07000        2.370168745918      0.000000000000
   0.07100        2.401552942296      0.000000000000
   0.07200        2.430210648997      0.000000000000
   0.07300        2.456446137779      0.000000000000
   0.07400        2.480524095482      0.000000000000
   0.07500        2.502674514958      0.000000000000
   0.07600        2.523097454182      0.000000000000
   0.07700        2.541967333170      0.000000000000
   0.07800        2.559436799443      0.000000000009
   0.07900        2.575639296733      0.000000004914
   0.08000        2.590693029059      0.000000000000
   0.08100        2.604701911941      0.000000000000
   0.08200        2.617758274069      0.000000000001
   0.08300        2.629944191496      0.000000000001
   0.08400        2.641332902142      0.000000000002
   0.08500        2.651989956588      0.000000000002
   0.08600        2.661974194967      0.000000000002
   0.08700        2.671338582742     -0.000000002307
   0.08800        2.680130859998      0.000000000000
   0.08900        2.688394317341      0.000000010803
   0.09000        2.696168226918      0.000000000000
   0.09100        2.703488126367      0.000000000000
   0.09200        2.710386486834      0.000000000000
   0.09300        2.716892963567      0.000000000000
   0.09400        2.723034568527      0.000000000000
   0.09500        2.728836134079      0.000000000000
   0.09600        2.734320405667      0.000000000000
   0.09700        2.739508269025      0.000000000002
   0.09800        2.744418975085     -0.000000000001
   0.09900        2.749070269237      0.000000000000
   0.10000        2.753478497628      0.000000000000
   0.10100        2.757658802244      0.000000000000
   0.10200        2.761625166666      0.000000000000
   0.10300        2.765390573089      0.000000000000
   0.10400        2.768967058959      0.000000000005
   0.10500        2.772365783729      0.000000000000
   0.10600        2.775597150630      0.000000000000
   0.10700        2.778670825101      0.000000000000
   0.10800        2.781595810426      0.000000000000
   0.10900        2.784380523268      0.000000000000
   0.11000        2.787032786593      0.000000000000
   0.11100        2.789559920342      0.000000000000
   0.11200        2.791968797848      0.000000000001
   0.11300        2.794265808458      0.000000000000
   0.11400        2.796456959008     -0.000000000001
   0.11500        2.798547877649      0.000000000000
   0.11600        2.800543843837      0.000000000000
   0.11700        2.802449793965      0.000000000000
   0.11800        2.804270411090      0.000000000000
   0.11900        2.806010043959      0.000000000000
   0.12000        2.807672813762      0.000000000000
   0.12100        2.809262597278      0.000000000000
   0.12200        2.810783023841      0.000000000000
   0.12300        2.812237551170      0.000000000000
   0.12400        2.813629407186     -0.000000000001
   0.12500        2.814961638936      0.000000000002
   0.12600        2.816237142858      0.000000000000
   0.12700        2.817458648417      0.000000000000
   0.12800        2.818628723185      0.000000000000
   0.12900        2.819749809880      0.000000000000
   0.13000        2.820824191996      0.000000000000
   0.13100        2.821854062645      0.000000000000
   0.13200        2.822841485358      0.000000000000
   0.13300        2.823788403055      0.000000000000
   0.13400        2.824696694419      0.000000000000
   0.13500        2.825568089278      0.000000000000
   0.13600        2.826404260188      0.000000000000
   0.13700        2.827206786959      0.000000000000
   0.13800        2.827977175917      0.000000000000
   0.13900        2.828716844856      0.000000000000
   0.14000        2.829427149428      0.000000000000
   0.14100        2.830109374479     -0.000000000001
   0.14200        2.830764738125     -0.000000000001
   0.14300        2.831394425696      0.000000000000
   0.14400        2.831999518627      0.000000000000
   0.14500        2.832581078798      0.000000000000
   0.14600        2.833140108821      0.000000000000
   0.14700        2.833677563528      0.000000000000
   0.14800        2.834194352589      0.000000000000
   0.14900        2.834691342887      0.000000000000
   0.15000        2.835169353056     -0.000000000001
   0.15100        2.835629194431      0.000000000000
   0.15200        2.836071595655     -0.000000000001
   0.15300        2.836497280776      0.000000000000
   0.15400        2.836906925311     -0.000000000001
   0.15500        2.837301212039      0.000000000000
   0.15600        2.837680735336      0.000000000000
   0.15700        2.838046101116      0.000000000000
   0.15800        2.838397878873      0.000000000000
   0.15900        2.838736612137     -0.000000000011
   0.16000        2.839062815718      0.000000000000
   0.16100        2.839377007676      0.000000000000
   0.16200        2.839679641506      0.000000000000
   0.16300        2.839971180658      0.000000000000
   0.16400        2.840252059866      0.000000000000
   0.16500        2.840522688278      0.000000000000
   0.16600        2.840783488563     -0.000000000001
   0.16700        2.841034821318     -0.000000000009
   0.16800        2.841277053504      0.000000000000
   0.16900        2.841510542379      0.000000000000
   0.17000        2.841735621444      0.000000000000
   0.17100        2.841952618676      0.000000000000
   0.17200        2.842161828501      0.000000000000
   0.17300        2.842363551291      0.000000000000
   0.17400        2.842558078242      0.000000000000
   0.17500        2.842745676602      0.000000000000
