    Ms / spm,ssm1,ssm2 / n & / f s K11 K31 K13 K33
           3
      0.1583030      0.3142678      0.3142678
      4.4483986     10.8084738     10.8084738
      0.4448399      1.0808474      1.0808474
           1   &
     0.04800000        1.4871169516          0.0176450673        0.0000000000          0.0000000001       -0.0776105112         -0.0000000001        0.0776105112          0.3413596467        0.0000000002
     0.05000000        1.4592270165          0.0172950857        0.0000000000          0.0000000000       -0.0746038009          0.0000000000        0.0746038009          0.3218057616        0.0000000000
     0.05200000        1.4329827107          0.0169649183        0.0000000000          0.0000000000       -0.0718254375          0.0000000000        0.0718254375          0.3040882301       -0.0000000002
     0.05400000        1.4082334228          0.0166527000        0.0000000000          0.0000000000       -0.0692501078          0.0000000000        0.0692501078          0.2879726574        0.0000000000
     0.05600000        1.3848389553          0.0163568115        0.0000000000          0.0000000000       -0.0668561503          0.0000000000        0.0668561503          0.2732620083        0.0000000000
     0.05800000        1.3626827362          0.0160758286        0.0000000000          0.0000000000       -0.0646248749          0.0000000000        0.0646248749          0.2597893817        0.0000000000
     0.06000000        1.3416595916          0.0158084960        0.0000000000          0.0000000000       -0.0625400834          0.0000000000        0.0625400834          0.2474126131       -0.0000000001
     0.06200000        1.3216779185          0.0155536996        0.0000000000          0.0000000000       -0.0605876545          0.0000000000        0.0605876545          0.2360098807        0.0000000000
     0.06400000        1.3026556213          0.0153104506        0.0000000000          0.0000000000       -0.0587552366          0.0000000000        0.0587552366          0.2254763137        0.0000000000
     0.06600000        1.2845167877          0.0150778683        0.0000000000          0.0000000000       -0.0570319805          0.0000000000        0.0570319805          0.2157211969        0.0000000000
     0.06800000        1.2671962648          0.0148551615        0.0000000000          0.0000000000       -0.0554083027          0.0000000000        0.0554083027          0.2066656449        0.0000000000
     0.07000000        1.2506363455          0.0146416206        0.0000000000          0.0000000000       -0.0538757175          0.0000000000        0.0538757175          0.1982408100        0.0000000000
     0.07200000        1.2347805540          0.0144366049        0.0000000000          0.0000000000       -0.0524266775          0.0000000000        0.0524266775          0.1903863369        0.0000000000
     0.07400000        1.2195835608          0.0142395346        0.0000000000          0.0000000000       -0.0510544474          0.0000000000        0.0510544474          0.1830491168        0.0000000000
     0.07600000        1.2050015357          0.0140498834        0.0000000000          0.0000000000       -0.0497529980          0.0000000000        0.0497529980          0.1761822505        0.0000000000
     0.07800000        1.1909919557          0.0138671770        0.0000000000          0.0000000000       -0.0485169316          0.0000000000        0.0485169316          0.1697442378        0.0000000000
     0.08000000        1.1775212130          0.0136909799        0.0000000000          0.0000000000       -0.0473413776          0.0000000000        0.0473413776          0.1636981512        0.0000000000
     0.08200000        1.1645544294          0.0135208935        0.0000000000          0.0000000000       -0.0462219367          0.0000000000        0.0462219367          0.1580110597        0.0000000000
     0.08400000        1.1520615289          0.0133565533        0.0000000000          0.0000000000       -0.0451546296          0.0000000000        0.0451546296          0.1526535259        0.0000000000
     0.08600000        1.1400152330          0.0131976271        0.0000000000          0.0000000000       -0.0441358540          0.0000000000        0.0441358540          0.1475991838        0.0000000000
     0.08800000        1.1283893304          0.0130438060        0.0000000000          0.0000000000       -0.0431623218          0.0000000000        0.0431623218          0.1428242898        0.0000000000
     0.09000000        1.1171599393          0.0128948070        0.0000000000          0.0000000000       -0.0422310430          0.0000000000        0.0422310430          0.1383074698        0.0000000000
     0.09200000        1.1063066066          0.0127503703        0.0000000000          0.0000000000       -0.0413392899          0.0000000000        0.0413392899          0.1340294253        0.0000000000
     0.09400000        1.0958079739          0.0126102532        0.0000000000          0.0000000000       -0.0404845594          0.0000000000        0.0404845594          0.1299726621        0.0000000000
     0.09600000        1.0856457582          0.0124742321        0.0000000000          0.0000000000       -0.0396645596          0.0000000000        0.0396645596          0.1261213163        0.0000000000
